scientificName,Extinction.extirpation,Extirpation_State,Least_Concern_local_extirpation,yearLastSeen_Notes,Comment,Body_mass,Within_fox_prey_mass_95.7.15130g,Within_cat_prey_mass__16.3.1946g,Blamed_on_foxes,Blamed_on_cats,Record_certainty,Reference,Year_last_record,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Foxes_havent_arrived_yet,Cats_havent_arrived_yet,First_fox_record,Last_record_AFTER_fox_first_record,Last_record_MINUS_fox_first_record,First_cat_record,Last_record_AFTER_cat_first_record,Last_record_MINUS_cat_first_record,rationale,threats,population,range,Species_Status,record_id,Year_last_record_error,buffer_distance,fox_min,fox_max,fox_mean,fox_sd,cat_min,cat_max,cat_mean,cat_sd
Onychogalea lunata,Global,,,early 1950s (confirmed),,3500,1,0,1,1,Confirmed,IUCN 2023,1940,"Wheatbelt, WA","Wheatbelt, WA",Region,NA,NA,,,,,,,There have been no specimens or reliable sight records since the 1940s.,"This species was probably extirpated by predation from introduced foxes and cats. Habitat degradation, including changing fire regimes and the impact of rabbits and introduced stock, may have had an impact. In part of their range (south-western Western Australia and parts of New South Wales), pastoral expansion leading to habitat degradation, mainly by sheep, was likely to have been detrimental to the species.   <p>There is evidence for epizootic disease as the primary factor, but probably interacting with drought and predation by feral cats as secondary factors, in decline and extinction of many mammal species in WA; many of these declined before the arrival of foxes; however, this epizootic did not greatly affect arid zone mammals (Abbott 2006)</p>",It is extinct.   <p>The Crescent Nail-tail Wallaby was apparently abundant in the Western Australian wheatbelt in the early 1900s as Guy Shortridge collected 23 specimens for the British Museum from near Pingelly and Wagin (Burbidge 2008).</p>,"The Crescent Nail-tail Wallaby was widespread in semi-arid south-western Australia, in the western deserts of Western Australia, the Northern Territory and South Australia, in south-western New South Wales and south-eastern South Australia (Burbidge 2008).",Globally extinct,pop_129,,1e+05,1917.5,1927.5,1924.52302631579,3.82088202199374,1835,1865,1856.62828947368,9.10202047025513
Onychogalea lunata,Global,,,early 1950s (confirmed),,3500,1,0,1,1,Alternative-confirmed,IUCN 2023,1956,"Wheatbelt, WA","Wheatbelt, WA",Region,NA,NA,,,,,,,There have been no specimens or reliable sight records since the 1940s.,"This species was probably extirpated by predation from introduced foxes and cats. Habitat degradation, including changing fire regimes and the impact of rabbits and introduced stock, may have had an impact. In part of their range (south-western Western Australia and parts of New South Wales), pastoral expansion leading to habitat degradation, mainly by sheep, was likely to have been detrimental to the species.   <p>There is evidence for epizootic disease as the primary factor, but probably interacting with drought and predation by feral cats as secondary factors, in decline and extinction of many mammal species in WA; many of these declined before the arrival of foxes; however, this epizootic did not greatly affect arid zone mammals (Abbott 2006)</p>",It is extinct.   <p>The Crescent Nail-tail Wallaby was apparently abundant in the Western Australian wheatbelt in the early 1900s as Guy Shortridge collected 23 specimens for the British Museum from near Pingelly and Wagin (Burbidge 2008).</p>,"The Crescent Nail-tail Wallaby was widespread in semi-arid south-western Australia, in the western deserts of Western Australia, the Northern Territory and South Australia, in south-western New South Wales and south-eastern South Australia (Burbidge 2008).",Globally extinct,pop_130,,1e+05,1917.5,1927.5,1924.52302631579,3.82088202199374,1835,1865,1856.62828947368,9.10202047025513
Onychogalea lunata,State,New South Wales,,,,3500,1,0,1,1,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",1857,"Western Division, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Globally extinct,pop_131,,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Onychogalea lunata,Region,Nullarbor,,,,3500,1,0,1,1,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.",1928,Nullarbor,Nullarbor,Region,NA,NA,,,,,,,,,,,Globally extinct,pop_132,,1e+05,1907.5,1912.5,1911.76900584795,1.76825147180594,1885,1885,1885,0
Onychogalea lunata,Region,south-western Australia,,,,3500,1,0,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1908,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Globally extinct,pop_133,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Perameles bougainville,State,New South Wales,,,,226,1,1,1,1,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",1857,"Western Division, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_134,,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Perameles bougainville,Region,Nullarbor,,,,226,1,1,1,1,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.",1938,Nullarbor,Nullarbor,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_135,,1e+05,1907.5,1912.5,1911.76900584795,1.76825147180594,1885,1885,1885,0
Perameles bougainville,Region,south-western Australia,,,,226,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1906,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_136,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Perameles bougainville,Mainland,Western Australia,,"""The last specimens recorded on mainland Australia were in the late 1920s and early 1930s (Rawlinna in Western Australia in 1929 and in north-west South Australia in 1931: Copley et al. 1989; Friend 1990b).""",,226,1,1,1,1,Confirmed,Short J. 2016. Predation by feral cats key to the failure of a long-term reintroduction of the western barred bandicoot (Perameles bougainville). Wildlife Research 43:38-50.,1929,"Rawlinna, Western Australia","Rawlinna, Western Australia",Place,NA,NA,,,,,,,,,,,Extinct from mainland,pop_137,,10000,1912.5,1912.5,1912.5,0,1885,1885,1885,0
Perameles bougainville,Mainland,South Australia,,"""The last specimens recorded on mainland Australia were in the late 1920s and early 1930s (Rawlinna in Western Australia in 1929 and in north-west South Australia in 1931: Copley et al. 1989; Friend 1990b).""",,226,1,1,1,1,Confirmed,Short J. 2016. Predation by feral cats key to the failure of a long-term reintroduction of the western barred bandicoot (Perameles bougainville). Wildlife Research 43:38-50.,1931,North-west South Australia,Watarru,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_138,,1e+05,1912.5,1917.5,1917.396373057,0.712933390827816,1885,1885,1885,0
Perameles eremiana,Global,,,1943 (confirmed); 1960s (unconfirmed),,200,1,1,1,1,Confirmed,IUCN 2023,1943,"Well 33, Canning Stock Route","Well 33, Canning Stock Route",Place,NA,NA,,,,,,,"The Desert Bandicoot is listed as Extinct because the most recent specimen, from Well 33 on the Canning Stock Route, was collected in 1943 (Gordon 2008). Western desert Aboriginal people recalled that it disappeared between 1940 and 1960, with some people reporting that they had eaten it near Lake Mackay as recently as the late 1960s (Burbidge <em>et al</em>. 1988).","Its population decline was probably due to introduced predators: cats and foxes. Changes to the fire regime have also been blamed for species losses in inland arid areas of Australia – the gradual patchwork burning by aboriginal people was replaced by intensive ""lightening-caused"" wildfires which destroyed habitat diversity. Rabbits also likely had a major impact on its habitat.",It is presumed to be Extinct.,"The Desert Bandicoot was widespread in the Great Sandy, Gibson and Tanami Deserts, as well as in the central ranges region (Burbidge <em>et al</em>. 1988, Johnson and Southgate 1990, Woinarski <em>et al</em>. 2007).",Globally extinct,pop_139,,10000,1927.5,1927.5,1927.5,0,1885,1885,1885,0
Perameles eremiana,Global,,,1943 (confirmed); 1960s (unconfirmed),,200,1,1,1,1,Unconfirmed,IUCN 2023,1969,Lake Mackay,Lake Mackay,Place,NA,NA,,,,,,,"The Desert Bandicoot is listed as Extinct because the most recent specimen, from Well 33 on the Canning Stock Route, was collected in 1943 (Gordon 2008). Western desert Aboriginal people recalled that it disappeared between 1940 and 1960, with some people reporting that they had eaten it near Lake Mackay as recently as the late 1960s (Burbidge <em>et al</em>. 1988).","Its population decline was probably due to introduced predators: cats and foxes. Changes to the fire regime have also been blamed for species losses in inland arid areas of Australia – the gradual patchwork burning by aboriginal people was replaced by intensive ""lightening-caused"" wildfires which destroyed habitat diversity. Rabbits also likely had a major impact on its habitat.",It is presumed to be Extinct.,"The Desert Bandicoot was widespread in the Great Sandy, Gibson and Tanami Deserts, as well as in the central ranges region (Burbidge <em>et al</em>. 1988, Johnson and Southgate 1990, Woinarski <em>et al</em>. 2007).",Globally extinct,pop_140,,10000,1922.5,1922.5,1922.5,0,1885,1885,1885,0
Perameles gunnii,Mainland,,,"""The last remaining wild population of the mainland Eastern Barred Bandicoot occurred in and around the city of Hamilton in south-western Victoria. The last confirmed sighting was in 2002; this population is now considered extinct.""",,870,1,1,1,1,Confirmed,"Hill, R., Watson, M. and Winnard, A., 2010. National Recovery Plant for the Eastern Barred Bandicoot (mainland) Perameles Gunnii Unnamed Subspecies. Melbourne, Vic: Department of Sustainability and Environment.",2002,"Hamilton, Victoria","Hamilton, Victoria",Place,NA,NA,,,,,,,,,,,Extinct from mainland,pop_141,,10000,1887.5,1887.5,1887.5,0,1835,1835,1835,0
Phascogale calura,State,New South Wales,,,,51,0,1,1,1,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",1857,"Western Division, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Extant,pop_145,,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Potorous platyops,Global,,,1875,,800,1,1,0,1,Confirmed,IUCN 2023,1875,South Western Australia,Norseman,Region,NA,NA,,,,,,,Listed as Extinct because it has not been recorded in more than 100 years despite extensive surveys.,"Causes of extinction are presumed to be:<br/>1. Predation by feral cats (severe, possibly catastrophic in combination with other threats): the Broad-faced Potoroo became extinct before the arrival of the Red Fox in Western Australia; however, Cats were present throughout the range of this species by the 1890s (Abbott 2002, 2008); there is abundant evidence that feral Cats have a significant effect on medium-sized Australian mammals, including causing extinction (Dickman 1996)<br/>2. Exotic disease (severe, possibly catastrophic in combination with other threats): evidence for epizootic disease as the primary factor, but probably interacting with drought and predation by feral Cats as secondary   factors, in decline and extinction of many mammal species in Western Australia; many of these declined before the arrival of Red Foxes; however, only parts of range would have been affected (Abbott 2006)<br/>3. Inappropriate fire regimes (severe): fire regimes changed dramatically after European settlement; Aborigines used fire extensively and frequently to produce a mosaic of different-aged vegetation (Gammage 2011); this may have benefited this species<br/>4. Habitat degradation and resource depletion due to livestock and feral herbivores (severe): sheep grazing was widespread in parts of the Western Australian wheatbelt before clearing; however, it was limited to areas where there were no <em>Gastrolobium</em> spp., the grazing of which caused death in stock<br/>5. Habitat loss and fragmentation (moderate but only over small area of range): extinction occurred before widespread land clearing for agriculture in the Western Australia wheatbelt","<p>Most of the early accounts of the Broad-faced Potoroo note that it was a rare species, and this is consistent with the small number of specimens, compared with other species obtained by Masters in the 1860s in southern Western Australia (Glauert 1950; see also Ride 1970). This is also consistent with the very small numbers of specimens held in modern mammal collections in museums. Its remains are not abundant in most cave deposits, with the single exception of a small cave at the western end of the Baxter Cliffs, Nullarbor Plain, where Masked Owls <em>Tyto novaehollandiae</em> may have been responsible for the accumulation (A. Baynes <em>pers. comm</em>.).</p>","<p>Specimens and subfossil remains indicate that the Broad-faced Potoroo occurred on the northern Swan Coastal Plain, in the wheatbelt and along the south coast of Western Australia as far east as the Great Australian Bight, on the Eyre and Yorke Peninsulas in south-eastern South Australia and on Kangaroo Island, South Australia (Baynes 1987, McDowell <em>et al</em>. 2012).</p>",Globally extinct,pop_146,,1e+05,1912.5,1917.5,1917.29740680713,0.986660913354026,1865,1885,1876.4262560778,9.39266903372917
Potorous platyops,Region,south-western Australia,,,,800,1,1,0,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1875,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Globally extinct,pop_148,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Pseudomys auritus,Global,,,about 1850,,Not listed,N/A,N/A,0,1,Confirmed,IUCN 2023,1850,Coorong through south-eastern SA to south-western Victoria,Port Macdonnell,Region,NA,NA,,,,,,,<p><em>Pseudomys auritus</em> is listed as Extinct as it is only described from specimens collected in the 1800s and it has not been seen or collected since.</p>,"Extinction likely due to a combination of predation by feral cats, land clearance and overgrazing by livestock.",The species is extinct.,<p>The Long-eared Mouse was previously distributed from Kangaroo Island and the Coorong through south-eastern South Australia to the basalt plains of south-western Victoria (Medlin 2008). </p>,Globally extinct,pop_149,approximate,1e+05,1877.5,1892.5,1883.88408304498,4.94636748800703,1835,1845,1844.05263157895,2.93366240263961
Pseudomys australis,State,New South Wales,,,,65,0,1,1,1,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",1840,"Western Division, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Extant,pop_151,approximate,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Pseudomys australis,Region,"Koonchera Dune, SA",,,,65,0,1,1,1,Confirmed,"Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.",1931,"Koonchera Dune, South Australia","Koonchera Dune, South Australia",Place,NA,NA,,,,,,,,,,,Extant,pop_153,,10000,1907.5,1907.5,1907.5,0,1875,1875,1875,0
Pseudomys bolami,State,,1,,,16,0,0,0,1,Confirmed,"Seebeck, J. and Menkhorst, P., 2000. Status and conservation of the rodents of Victoria. Wildlife Research, 27(4), pp.357-369.",,North-west Victoria,Murray-Sunset National Park,Region,0,0,,,,,,,,"There are no major threats to this species, although overgrazing by cattle and hunting by feral cats are localized threats.",,,Least Concern,pop_154,,1e+05,1887.5,1892.5,1891.01822503962,2.28505858076566,1845,1855,1850.21394611727,4.99938365632443
Pseudomys desertor,State,,1,,,35,0,1,0,0,Confirmed,"Seebeck, J. and Menkhorst, P., 2000. Status and conservation of the rodents of Victoria. Wildlife Research, 27(4), pp.357-369.",,North-west Victoria,Murray-Sunset National Park,Region,0,0,,,,,,,,"There are no major threats to this species, although overgrazing by cattle and hunting by feral cats are localized threats.",,,Least Concern,pop_155,,1e+05,1887.5,1892.5,1891.01822503962,2.28505858076566,1845,1855,1850.21394611727,4.99938365632443
Pseudomys glaucus,Global,,,possibly late 1800s,,30,0,1,1,1,Confirmed,IUCN 2023,1891,Occurred in south-eastern Queensland and north-eastern New South Wales,Gold Coast,Region,NA,NA,,,,,,,"<p>The Blue-grey Mouse is listed as Extinct because it is known only from three specimens: two collected before 1892, when they were presented to the Natural History Museum, London, and one accessed by the Australian Museum, Sydney, in 1956; surveys have failed to locate it.</p>",Extinction is considered to have been due to habitat clearance and predation by feral cats. Predation by red foxes may have contributed.,"<em>Pseudomys glaucus</em> is extinct. The species is known only from three specimens, two from Queensland, one from Cryon in northern New South Wales (Dickman 2008). The last specimen was presented to Australian Museum, Sydney, in 1956, but was probably collected well before that. Surveys at Cryon in the early 1990s did not find this species (Dickman 2008).",<p>The Blue-grey Mouse occurred in south-eastern Queensland and north-eastern New South Wales.</p>,Globally extinct,pop_156,less than,1e+05,1912.5,1922.5,1916.82258064516,4.08555032695203,1835,1845,1835.79207920792,2.70509758554987
Pseudomys glaucus,Global,,,,,30,0,1,1,1,Confirmed,"Lavery, T.H., Dickman, C.R. and Lindenmayer, D.B., 2022. A most enigmatic mouse: additional information on collection of blue-grey mouse (Pseudomys glaucus Thomas 1910) from New South Wales in 1956. Australian Mammalogy, 44(3), pp.371-379.",1956,‘between Burren and Walgett’ in northern New South Wales,"Burren, NSW",Place,0,0,,,,,,,,,,,Globally extinct,pop_157,,10000,1907.5,1907.5,1907.5,0,1835,1845,1840.71428571429,5.34522483824849
Pseudomys gouldii/fieldi,State,New South Wales,,,,50,0,1,0,1,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",1857,"Western Division, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_158,,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Pseudomys gouldii/fieldi,State,Northern Territory,,,Roycroft et al. 2021 PNAS merged EX Pseudomys gouldii with island VU Pseudomys fieldi,45-50,0,1,0,1,Confirmed,"Cole, J.R. and Woinarski, J.C.Z., 2000. Rodents of the arid Northern Territory: conservation status and distribution. Wildlife Research, 27(4), pp.437-449.",1895,"Alice Springs region, NT",Alice Springs,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_160,,1e+05,1912.5,1917.5,1917.37632508834,0.777268596510675,1875,1875,1875,0
Pseudomys gouldii/fieldi,Region,south-western Australia,,,Roycroft et al. 2021 PNAS merged EX Pseudomys gouldii with island VU Pseudomys fieldi,45-50,0,1,0,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1840,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Extinct from mainland,pop_161,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Pseudomys nanus,Region,south-western Australia,1,,,34,0,1,0,0,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1840,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Least Concern,pop_162,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Pteropus brunneus,Global,,,1874 (with certainty); observations from the 1890s,,200,1,1,0,0,Confirmed,IUCN 2023,1874,"Percy Islands, Queensland",Percy Island,Place,1,1,,,,,,,"This species is listed as Extinct because it has not been found in its only known range, or nearby, much after the original collection in&#160;1874&#160;(specific date uncertain) despite extensive surveys.",It is possible that the species declined and eventually became extinct because of its vulnerability to habitat loss (Conder 2008).,This species is known only from the holotype. It was reported as being plentiful at the close of the 19<sup>th</sup> century (Conder 2008).,"This species is known only from a single specimen (collected in 1874) from the Percy Islands, Queensland, Australia, and subsequent non-specimen records of a colony (L. Hall pers. comm.). It is not known from which island the specimen originally came. Despite more survey effort recently, the species has not been found on the Percy Islands.",Globally extinct,pop_163,,10000,,,,,,,,
Pteropus brunneus,Global,,,1874 (with certainty); observations from the 1890s,,200,1,1,0,0,Unconfirmed,IUCN 2023,1899,"Percy Islands, Queensland",Percy Island,Place,1,1,,,,,,,"This species is listed as Extinct because it has not been found in its only known range, or nearby, much after the original collection in&#160;1874&#160;(specific date uncertain) despite extensive surveys.",It is possible that the species declined and eventually became extinct because of its vulnerability to habitat loss (Conder 2008).,This species is known only from the holotype. It was reported as being plentiful at the close of the 19<sup>th</sup> century (Conder 2008).,"This species is known only from a single specimen (collected in 1874) from the Percy Islands, Queensland, Australia, and subsequent non-specimen records of a colony (L. Hall pers. comm.). It is not known from which island the specimen originally came. Despite more survey effort recently, the species has not been found on the Percy Islands.",Globally extinct,pop_164,,10000,,,,,,,,
Rattus tunneyi,Region,south-western Australia,1,,,124,1,1,0,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1840,South-west Australia,Perth,Region,NA,NA,,,,,,,,,,,Least Concern,pop_165,,1e+05,1917.5,1932.5,1925.72580645161,3.98075974343401,1835,1845,1837.84946236559,4.51996764666316
Trichosurus vulpecula,Region,Nullarbor,1,,,2650,1,0,1,1,Confirmed,"Abbott, I., 2012. Original distribution of Trichosurus vulpecula (Marsupialia: Phalangeridae) in Western Australia, with particular reference to occurrence outside the southwest. Journal of the Royal Society of Western Australia, 95(2), p.83.",1787,Nullarbor,Nullarbor,Region,NA,NA,,,,,,,,,,,Least Concern,pop_167,less than,1e+05,1907.5,1912.5,1911.76900584795,1.76825147180594,1885,1885,1885,0
Trichosurus vulpecula,Region,"Darling River, Broken Hill, NSW",1,"Local extinction caused by ‘some eruptive skin disease’ in 1881–1882 of T. vulpecula along the Darling River, in the district between Broken Hill and Wilcannia",,2650,1,0,1,1,Confirmed,"Abbott, I., 2012. Original distribution of Trichosurus vulpecula (Marsupialia: Phalangeridae) in Western Australia, with particular reference to occurrence outside the southwest. Journal of the Royal Society of Western Australia, 95(2), p.83.",1882,"Darling River, Broken Hill, NSW",Broken Hill,Region,NA,NA,,,,,,,,,,,Least Concern,pop_168,,1e+05,1892.5,1907.5,1903.35106382979,2.77797154693694,1875,1875,1875,0
Trichosurus vulpecula,Region,"Barwon River, NSW",1,"Local extinction caused by ‘some eruptive skin disease’ in… 1884–1885 along the Barwon River, New South Wales",,2650,1,0,1,1,Confirmed,"Abbott, I., 2012. Original distribution of Trichosurus vulpecula (Marsupialia: Phalangeridae) in Western Australia, with particular reference to occurrence outside the southwest. Journal of the Royal Society of Western Australia, 95(2), p.83.",1885,"Barwon River, NSW",Bourke,Region,NA,NA,,,,,,,,,,,Least Concern,pop_169,,1e+05,1902.5,1902.5,1902.5,0,1845,1875,1858.62270450751,5.81756238800158
Bettongia gaimardi,State,New South Wales,,"""It was last recorded in New South Wales at some time prior to 1906""",,1600,1,1,1,1,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.",1905,New South Wales,NSW,State,NA,NA,,,,,,,,,,,Extinct from mainland,pop_4,less than,State boundary,1882.5,1922.5,1900.00209853425,7.1973063907117,1815,1875,1846.32046232324,16.5031952367238
Bettongia lesueur,State,New South Wales,,"""It was last recorded in New South Wales in 1882""",,1660,1,1,1,1,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.",1882,New South Wales,NSW,State,NA,NA,,,,,,,,,,,Extinct from mainland,pop_6,,State boundary,1882.5,1922.5,1900.00209853425,7.1973063907117,1815,1875,1846.32046232324,16.5031952367238
Macrotis lagotis,Region,New South Wales,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1900,New South Wales,"Fox-NA, Cat-State",Place,NA,NA,1900,0,0,,,,,,,,Extant,pop_65,,State boundary,1900,1900,1900,0,1815,1875,1846.32046232324,16.5031952367238
Macrotis lagotis,Region,New South Wales,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1919,New South Wales,"Fox-NA, Cat-State",Place,NA,NA,1907,1,12,,,,,,,,Extant,pop_66,,State boundary,1907,1907,1907,0,1815,1875,1846.32046232324,16.5031952367238
Macrotis lagotis,Region,New South Wales,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1936,New South Wales,"Fox-NA, Cat-State",Place,NA,NA,1910,1,26,,,,,,,,Extant,pop_67,,State boundary,1910,1910,1910,0,1815,1875,1846.32046232324,16.5031952367238
Macrotis lagotis,Region,South Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1900,South Australia,"Fox-NA, Cat-State",Place,NA,NA,1900,0,0,,,,,,,,Extant,pop_62,,State boundary,1900,1900,1900,0,1835,1885,1872.61398586306,12.908322188479
Macrotis lagotis,Region,South Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1909,South Australia,"Fox-NA, Cat-State",Place,NA,NA,1900,1,9,,,,,,,,Extant,pop_63,,State boundary,1900,1900,1900,0,1835,1885,1872.61398586306,12.908322188479
Macrotis lagotis,Region,South Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1913,South Australia,"Fox-NA, Cat-State",Place,NA,NA,1895,1,18,,,,,,,,Extant,pop_64,,State boundary,1895,1895,1895,0,1835,1885,1872.61398586306,12.908322188479
Thylacinus cynocephalus,Global,,,1933 (confirmed),,30000,0,0,0,0,Confirmed,IUCN 2023,1933,Tasmania,Tasmania,State,1,NA,,,,,,,"The last known Thylacine died in Hobart Zoo in 1936. Despite numerous, including contemporary, reports of its existence, and several organised searches (e.g. Smith 1980; see SEWPaC 2012), there has been no irrefutable evidence of its survival.","There was extensive persecution of the Thylacine because of perceived threat to sheep and fear of a large predator (Mooney and Rounsevell 2008); in latter years collecting by museums and zoos was a major reason for hunting; single-species ‘population viability analysis’ models are unable to account for the Thylacine’s demise unless a high human harvest, small starting population size or low maximum population growth rate was assumed, even if disease effects were included from 1906 to 1909, however, the Thylacine's demise is readily recreated using the disease-free multi-species metamodels that simulated declines in native prey populations (particularly due to competition with introduced sheep) (Prowse <em>et al</em>. 2013).",This species is presumed to be extinct.,"<p>The Thylacine was once found in New Guinea and was widespread on the Australian mainland, but disappeared from the latter by at least 2000 years ago, probably because of predation by and competition from the Dingo <em>Canis lupus</em> (Johnson 2006). In modern times it was known only from Tasmania, which was isolated from the Australian mainland c. 8000 – 10&#160;000 years ago, before the arrival of the Dingo on the mainland. It was widespread in Tasmania, but most abundant in open forest and woodland (Guiler 1985; Paddle 2000). It occurred in most habitat types from low (east) to high (north-west) rainfall but at low densities in the south-west where rainfall is very high, soil fertility is very low, and vegetation is hummock grassland (button grass), wet scrub, or wet forest.</p>",Globally extinct,pop_166,,State boundary,,,,,1815,1885,1868.92904953146,20.4247672704276
